0,4872,4872.00
1,4833,4854.70
2,4853,4853.95
3,4868,4860.17
4,4863,4861.42
5,4863,4862.12
6,4755,4814.70
7,4863,4836.08
8,4853,4843.57
9,4838,4841.10
10,4843,4841.94
11,4853,4846.84
12,4843,4845.14
13,4868,4855.26
14,4868,4860.90
15,4853,4857.40
16,4853,4855.45
17,4809,4834.89
18,4745,4795.10
19,4833,4811.88
20,4853,4830.08
21,4745,4792.42
22,4858,4821.45
23,4721,4776.98
24,4882,4823.47
25,4868,4843.18
26,4848,4845.32
27,4618,4744.69
28,4819,4777.58
29,4828,4799.90
30,4765,4784.45
31,4868,4821.44
32,4843,4830.98
33,4877,4851.35
34,4877,4862.71
35,4853,4858.41
36,4853,4856.02
37,4843,4850.25
38,4828,4840.40
39,4843,4841.55
40,4872,4855.03
41,4843,4849.70
42,4872,4859.57
43,4892,4873.93
44,4877,4875.29
45,4824,4852.58
46,4848,4850.55
47,4843,4847.21
48,4833,4840.92
49,4853,4846.27
50,4819,4834.20
51,4726,4786.30
52,4848,4813.61
53,4863,4835.48
54,4824,4830.40
55,4848,4838.19
56,4828,4833.68
57,4726,4786.01
58,4863,4820.09
59,4843,4830.23
60,4789,4811.98
61,4858,4832.35
62,4848,4839.28
63,4843,4840.93
64,4740,4796.25
65,4863,4825.80
66,4711,4774.98
67,4858,4811.73
68,4877,4840.62
69,4877,4856.73
70,4765,4816.12
71,4775,4797.92
72,4726,4766.08
73,4809,4785.08
74,4819,4800.10
75,4843,4819.09
76,4794,4807.98
77,4843,4823.48
78,4804,4814.86
79,4819,4816.69
80,4863,4837.19
81,4824,4831.35
82,4809,4821.46
83,4828,4824.35
84,4784,4806.49
85,4887,4842.13
86,4828,4835.87
87,4868,4850.10
88,4750,4805.79
89,4858,4828.90
90,4833,4830.71
91,4848,4838.37
92,4794,4818.73
93,4863,4838.33
94,4877,4855.45
95,4799,4830.46
96,4784,4809.89
97,4848,4826.76
98,4868,4845.02
99,4824,4835.71
100,4784,4812.82
101,4858,4832.82
102,4736,4789.96
103,4824,4805.03
104,4848,4824.05
105,4828,4825.80
106,4863,4842.27
107,4838,4840.38
108,4833,4837.11
109,4882,4856.98
110,4819,4840.17
111,4824,4833.01
112,4780,4809.54
113,4706,4763.71
114,4843,4798.81
115,4892,4840.06
116,4775,4811.26
117,4882,4842.58
118,4863,4851.62
119,4843,4847.80
120,4838,4843.46
121,4731,4793.68
122,4853,4819.94
123,4838,4827.93
124,4843,4834.60
125,4848,4840.53
126,4907,4869.96
127,4799,4838.55
128,4824,4832.11
129,4814,4824.09
130,4882,4849.73
131,4838,4844.54
132,4819,4833.23
133,4833,4833.13
134,4838,4835.29
135,4858,4845.34
136,4863,4853.16
137,4755,4809.70
138,4824,4816.03
139,4794,4806.28
140,4833,4818.11
141,4858,4835.77
142,4843,4838.97
143,4892,4862.45
144,4882,4871.10
145,4775,4828.56
146,4799,4815.47
147,4833,4823.23
148,4824,4823.57
149,4726,4780.38
150,4726,4756.31
151,4863,4803.54
152,4848,4823.22
153,4853,4836.40
154,4838,4837.11
155,4809,4824.67
156,4721,4778.77
157,4848,4809.42
158,4848,4826.50
159,4838,4831.59
160,4843,4836.64
161,4804,4822.19
162,4848,4833.62
163,4780,4809.88
164,4863,4833.40
165,4814,4824.81
166,4853,4837.29
167,4897,4863.72
168,4838,4852.34
169,4882,4865.47
170,4863,4864.37
171,4853,4859.34
172,4833,4847.68
173,4838,4843.39
174,4863,4852.07
175,4887,4867.54
176,4863,4865.53
177,4692,4788.71
178,4799,4793.27
179,4804,4798.02
180,4848,4820.14
181,4824,4821.85
182,4863,4840.07
183,4863,4850.22
184,4863,4855.88
185,4843,4850.18
186,4706,4786.35
187,4833,4807.00
188,4858,4829.58
189,4887,4855.00
190,4843,4849.69
191,4858,4853.37
192,4838,4846.56
193,4848,4847.20
194,4863,4854.19
195,4794,4827.55
196,4858,4841.03
197,4809,4826.85
198,4897,4857.90
199,4848,4853.52
200,4882,4866.13
201,4716,4799.67
202,4848,4821.06
203,4848,4832.99
204,4804,4820.16
205,4877,4845.32
206,4833,4839.87
207,4745,4797.87
208,4814,4805.01
209,4804,4804.56
210,4843,4821.58
211,4863,4839.91
212,4858,4847.92
213,4892,4867.43
214,4843,4856.62
215,4843,4850.59
216,4887,4866.71
217,4784,4830.09
218,4819,4825.18
219,4838,4830.86
220,4843,4836.23
221,4843,4839.23
222,4828,4834.26
223,4760,4801.39
224,4824,4811.40
225,4843,4825.39
226,4838,4830.97
227,4897,4860.20
228,4858,4859.23
229,4809,4836.99
230,4828,4833.01
231,4843,4837.43
232,4897,4863.80
233,4828,4847.95
234,4809,4830.71
235,4814,4823.31
