0,4843.0
1,4740.0
2,4726.0
3,4828.0
4,4882.0
5,4843.0
6,4863.0
7,4819.0
8,4858.0
9,4853.0
10,4858.0
11,4819.0
12,4858.0
13,4765.0
14,4863.0
15,4843.0
16,4858.0
17,4828.0
18,4853.0
19,4902.0
20,4858.0
21,4863.0
22,4877.0
23,4848.0
24,4843.0
25,4750.0
26,4848.0
27,4863.0
28,4775.0
29,4784.0
30,4833.0
31,4868.0
32,4819.0
33,4887.0
34,4814.0
35,4843.0
36,4784.0
37,4858.0
38,4745.0
39,4882.0
40,4863.0
41,4848.0
42,4848.0
43,4799.0
44,4838.0
45,4819.0
46,4828.0
47,4868.0
48,4872.0
49,4853.0
50,4848.0
51,4877.0
52,4877.0
53,4843.0
54,4882.0
55,4848.0
56,4853.0
57,4789.0
58,4843.0
59,4843.0
60,4780.0
61,4794.0
62,4838.0
63,4814.0
64,4784.0
65,4696.0
66,4882.0
67,4833.0
68,4736.0
69,4814.0
70,4824.0
71,4872.0
72,4819.0
73,4799.0
74,4833.0
75,4853.0
76,4863.0
77,4858.0
78,4868.0
79,4863.0
80,4863.0
81,4863.0
82,4853.0
83,4863.0
84,4843.0
85,4853.0
86,4872.0
87,4833.0
88,4872.0
89,4858.0
90,4828.0
91,4853.0
92,4765.0
93,4809.0
94,4843.0
95,4750.0
96,4804.0
97,4814.0
98,4848.0
99,4804.0
100,4750.0
101,4868.0
102,4853.0
103,4882.0
104,4872.0
105,4789.0
106,4868.0
107,4760.0
108,4809.0
109,4882.0
110,4848.0
111,4780.0
112,4809.0
113,4848.0
114,4902.0
115,4784.0
116,4848.0
117,4858.0
118,4799.0
119,4868.0
120,4858.0
121,4858.0
122,4824.0
123,4843.0
124,4745.0
125,4858.0
126,4833.0
127,4838.0
128,4863.0
129,4872.0
130,4843.0
131,4853.0
132,4750.0
133,4833.0
134,4858.0
135,4882.0
136,4833.0
137,4833.0
138,4872.0
139,4858.0
140,4892.0
141,4858.0
142,4853.0
143,4872.0
144,4868.0
145,4853.0
146,4863.0
147,4863.0
148,4804.0
149,4833.0
150,4858.0
151,4858.0
152,4868.0
153,4897.0
154,4863.0
155,4814.0
156,4872.0
157,4843.0
158,4863.0
159,4784.0
160,4858.0
161,4828.0
162,4799.0
163,4814.0
164,4848.0
165,4843.0
166,4848.0
167,4892.0
168,4824.0
169,4833.0
170,4789.0
171,4784.0
172,4838.0
173,4838.0
174,4858.0
175,4828.0
176,4872.0
177,4814.0
178,4819.0
179,4838.0
180,4877.0
181,4863.0
182,4828.0
183,4833.0
184,4858.0
185,4858.0
186,4824.0
187,4872.0
188,4750.0
189,4833.0
190,4863.0
191,4877.0
192,4858.0
193,4868.0
194,4858.0
195,4863.0
196,4863.0
197,4863.0
198,4804.0
199,4897.0
200,4848.0
201,4872.0
202,4809.0
203,4833.0
204,4877.0
205,4863.0
206,4809.0
207,4799.0
208,4784.0
209,4755.0
210,4863.0
211,4877.0
212,4887.0
213,4838.0
214,4780.0
215,4828.0
216,4848.0
217,4721.0
218,4838.0
219,4770.0
220,4858.0
221,4843.0
222,4868.0
223,4814.0
224,4853.0
225,4809.0
226,4853.0
227,4853.0
228,4765.0
229,4868.0
230,4868.0
231,4882.0
232,4833.0
233,4809.0
234,4882.0
235,4809.0
236,4843.0
237,4755.0
238,4863.0
239,4706.0
240,4868.0
241,4868.0
242,4868.0
243,4843.0
244,4853.0
245,4848.0
246,4882.0
247,4770.0
248,4833.0
249,4819.0
250,4848.0
251,4770.0
252,4804.0
253,4843.0
254,4824.0
255,4804.0
256,4794.0
257,4745.0
258,4848.0
259,4848.0
260,4853.0
261,4843.0
262,4848.0
263,4745.0
264,4784.0
265,4848.0
266,4838.0
267,4824.0
268,4843.0
269,4745.0
270,4868.0
271,4863.0
272,4882.0
273,4814.0
274,4877.0
275,4780.0
276,4853.0
277,4838.0
278,4828.0
279,4843.0
280,4819.0
281,4858.0
282,4843.0
283,4863.0
284,4789.0
285,4814.0
286,4858.0
287,4765.0
288,4877.0
289,4843.0
290,4843.0
291,4838.0
292,4706.0
293,4843.0
294,4843.0
295,4784.0
296,4868.0
297,4872.0
298,4882.0
299,4814.0
300,4863.0
301,4819.0
302,4828.0
303,4863.0
304,4775.0
305,4853.0
306,4853.0
307,4872.0
308,4863.0
309,4863.0
310,4887.0
311,4838.0
312,4804.0
313,4882.0
314,4853.0
315,4853.0
316,4833.0
317,4843.0
318,4858.0
319,4770.0
320,4843.0
321,4863.0
322,4814.0
323,4784.0
324,4745.0
325,4863.0
326,4863.0
327,4877.0
328,4858.0
329,4848.0
330,4892.0
331,4824.0
332,4828.0
333,4736.0
334,4868.0
335,4858.0
336,4863.0
337,4848.0
338,4853.0
339,4760.0
340,4838.0
341,4868.0
342,4872.0
343,4784.0
344,4858.0
345,4858.0
346,4858.0
347,4853.0
348,4877.0
349,4838.0
350,4824.0
351,4872.0
352,4819.0
353,4877.0
354,4809.0
355,4868.0
356,4804.0
357,4848.0
358,4843.0
359,4853.0
360,4848.0
361,4838.0
362,4877.0
363,4838.0
364,4848.0
365,4833.0
366,4863.0
367,4863.0
368,4828.0
369,4872.0
370,4828.0
371,4872.0
372,4863.0
373,4838.0
374,4848.0
375,4858.0
376,4858.0
377,4838.0
378,4824.0
379,4853.0
380,4794.0
381,4824.0
382,4848.0
383,4765.0
384,4858.0
385,4858.0
386,4863.0
387,4848.0
388,4858.0
389,4838.0
390,4804.0
391,4819.0
392,4863.0
393,4843.0
394,4877.0
395,4838.0
396,4853.0
397,4877.0
398,4872.0
399,4828.0
400,4833.0
401,4804.0
402,4858.0
403,4775.0
404,4814.0
405,4843.0
406,4736.0
407,4824.0
408,4858.0
409,4726.0
410,4887.0
411,4853.0
412,4765.0
413,4872.0
414,4824.0
415,4853.0
416,4833.0
417,4887.0
418,4858.0
419,4843.0
420,4833.0
421,4833.0
422,4848.0
423,4819.0
424,4843.0
425,4828.0
426,4799.0
427,4824.0
428,4828.0
429,4882.0
430,4858.0
431,4824.0
432,4887.0
433,4843.0
434,4863.0
435,4828.0
436,4858.0
437,4819.0
438,4858.0
439,4863.0
440,4868.0
441,4868.0
442,4833.0
443,4863.0
444,4843.0
445,4843.0
446,4804.0
447,4755.0
448,4848.0
449,4892.0
450,4858.0
451,4824.0
452,4838.0
453,4848.0
454,4838.0
455,4740.0
456,4828.0
457,4853.0
458,4755.0
459,4848.0
460,4882.0
461,4760.0
462,4794.0
463,4848.0
464,4819.0
465,4868.0
466,4858.0
467,4897.0
468,4853.0
469,4843.0
470,4848.0
471,4765.0
472,4824.0
473,4863.0
474,4848.0
475,4877.0
